timestamp_ms,ax,ay,az,gx,gy,gz,label
2600,0.0317,-0.0447,0.9808,0.53,0.97,0.431,upright
2620,-0.0358,0.0008,1.0195,1.341,-2.087,2.266,upright
2640,-0.0109,0.0546,0.9566,-2.769,-0.22,1.175,upright
2660,-0.0161,0.0019,0.9406,-2.218,-0.963,-0.196,upright
2680,0.0481,0.0138,0.9961,0.068,-1.812,1.978,upright
2700,-0.01,-0.0193,1.0822,-1.055,1.062,0.181,upright
2720,-0.0112,-0.0174,1.0127,2.631,1.434,-0.999,upright
2740,0.049,-0.0087,0.9752,-1.311,0.916,-3.098,upright
2760,-0.0226,-0.0003,1.0155,-2.772,-0.484,-0.743,upright
2780,0.0321,0.0207,1.0269,0.393,-0.5,0.59,upright
2800,0.0396,0.0336,1.0164,-0.669,-0.266,-1.526,upright
2820,0.0834,0.0046,1.0264,1.103,1.217,0.132,upright
2840,-0.0031,0.0233,0.9222,-0.519,-1.246,-1.069,upright
2860,0.0317,-0.0287,0.9898,-1.55,-0.01,-0.669,upright
2880,0.0375,0.0411,0.9983,-1.416,1.996,0.528,upright
2900,0.0399,0.0182,1.0192,-2.518,0.308,-0.635,upright
2920,0.0162,-0.0074,1.0492,-0.263,0.427,-2.936,upright
2940,0.0393,-0.0459,1.01,-0.232,2.059,1.123,upright
2960,0.0578,0.0365,0.9567,1.274,1.494,1.168,upright
2980,0.0087,-0.0481,1.0094,1.01,1.535,-2.158,upright
3000,0.0129,-0.0003,0.9901,-2.467,-2.412,-3.234,upright
3020,-0.0179,-0.041,1.0004,1.237,5.579,-0.706,upright
3040,0.0521,0.0262,0.9839,-1.894,-1.069,0.905,upright
3060,0.0341,-0.0077,1.0421,1.326,1.473,0.134,upright
3080,-0.0223,-0.0165,0.9981,2.133,-1.538,-2.313,upright
3100,-0.0486,0.0123,0.9363,1.013,-1.933,1.454,upright
3120,0.0091,0.0407,1.0,-0.535,0.095,-0.619,upright
3140,0.0241,-0.0162,1.0017,1.302,-0.164,2.045,upright
3160,-0.0125,0.0453,0.9621,1.782,-0.745,1.688,upright
3180,-0.0039,-0.0146,1.0095,-2.051,-2.083,-0.74,upright
3200,0.0233,0.0262,1.0327,-1.626,-5.14,1.153,upright
3220,0.0638,-0.0165,1.0217,1.025,-1.507,1.189,upright
3240,0.0097,0.0321,1.011,-0.478,1.574,0.962,upright
3260,0.0475,0.003,1.0004,2.575,0.734,1.677,upright
3280,0.0494,-0.033,0.9849,0.61,2.417,-0.858,upright
3300,0.0098,-0.0214,1.0037,3.037,1.386,-2.472,upright
3320,0.0021,0.0448,1.0252,-2.932,-0.127,-0.537,upright
3340,0.0407,0.008,1.0082,-1.297,1.604,0.517,upright
3360,0.0333,0.0264,0.9905,-1.709,-1.735,-0.471,upright
3380,0.0835,-0.016,0.985,-0.051,-0.276,-0.793,upright
3400,0.0293,0.0008,0.9451,1.094,-2.61,0.032,upright
3420,-0.0319,-0.0092,0.9517,-0.294,-0.732,0.934,upright
3440,0.0297,-0.0505,1.0116,-2.174,0.528,-1.889,upright
3460,-0.0098,-0.0394,0.9932,0.244,2.1,-2.298,upright
3480,-0.0011,0.0285,1.0533,2.261,1.414,0.742,upright
3500,0.0713,0.0096,0.9833,-2.435,-2.026,-1.06,upright
3520,0.0224,-0.0072,0.9981,0.733,-0.573,0.101,upright
3540,-0.0157,-0.0312,0.9893,-2.762,0.389,0.171,upright
3560,-0.0242,0.0123,0.9935,-1.317,1.708,-0.716,upright
3580,-0.0359,0.0032,1.0417,-1.305,0.735,-0.607,upright
3600,0.0133,0.0041,0.9609,-1.422,0.691,1.919,upright
3620,0.0177,0.0388,1.0606,-0.358,-0.09,0.525,upright
3640,0.0079,0.0371,0.9825,1.377,-3.291,-0.322,upright
3660,-0.0132,0.0244,0.9835,1.715,0.979,1.517,upright
3680,-0.0491,-0.0056,0.9356,-1.025,-0.88,1.461,upright
3700,0.0021,0.0018,0.9923,-2.294,0.477,-0.11,upright
3720,0.0351,-0.0399,1.0134,-0.501,-0.189,2.439,upright
3740,-0.0047,-0.0123,1.0763,0.912,-0.269,-1.431,upright
3760,-0.0172,0.0034,0.9812,3.702,2.946,1.941,upright
3780,0.0042,-0.0285,1.0021,-1.885,-1.264,-1.489,upright
3800,-0.0654,0.0353,1.0028,-1.516,-1.181,-0.284,upright
3820,0.014,0.0176,1.0132,-0.855,-0.048,0.416,upright
3840,0.0197,-0.0029,1.0176,2.201,2.26,1.491,upright
3860,-0.0061,-0.0083,1.005,-1.015,2.078,1.399,upright
3880,0.0204,-0.0119,0.9913,1.717,0.863,-3.927,upright
3900,-0.0191,-0.0266,0.9409,0.615,-0.174,1.447,upright
3920,0.0247,0.0799,1.0053,-1.075,0.619,-3.582,upright
3940,-0.0173,0.0253,0.9885,2.874,-2.806,0.885,upright
3960,-0.0478,0.0315,1.0332,-0.491,1.29,2.815,upright
3980,0.0197,-0.0072,1.0713,-3.285,3.086,-0.639,upright
4000,-0.0365,0.0075,1.0023,1.145,-0.139,0.878,upright
4020,0.0145,0.0002,1.0374,1.675,-3.569,2.375,upright
4040,-0.0215,-0.0206,0.9848,-1.884,2.328,-0.415,upright
4060,-0.0158,0.0185,0.9765,0.631,0.384,2.64,upright
4080,-0.0257,0.0343,0.9722,1.618,0.633,1.271,upright
4100,-0.021,0.0391,0.9464,-1.32,-0.07,-0.116,upright
4120,-0.0152,-0.058,1.0193,-0.485,-0.826,-0.486,upright
4140,-0.0503,-0.0342,1.0242,-1.365,-1.158,-0.483,upright
4160,0.0094,0.0178,1.0191,2.075,0.116,1.468,upright
4180,0.0086,0.002,1.0084,-0.612,-2.461,-0.085,upright
4200,0.0228,-0.0152,1.0483,0.738,1.718,-2.324,upright
4220,-0.0064,-0.0462,1.0004,-1.6,0.981,0.371,upright
4240,-0.0534,0.0067,1.0286,-0.048,-2.325,1.005,upright
4260,-0.0263,0.0283,1.0156,1.55,1.253,1.646,upright
4280,-0.0377,0.0063,0.9967,1.995,-1.767,3.702,upright
4300,0.0099,-0.0061,0.9919,-1.059,1.212,2.322,upright
4320,0.0009,-0.009,0.9856,1.981,0.592,0.834,upright
4340,-0.0519,0.0018,0.9953,1.731,-0.276,1.504,upright
4360,-0.0116,-0.0391,0.9693,0.62,3.867,-0.82,upright
4380,0.0158,-0.0353,0.9671,0.767,2.546,2.678,upright
4400,-0.0147,0.0104,0.9899,-0.503,-0.044,-1.278,upright
4420,-0.0227,-0.0378,1.0241,1.349,-0.05,-0.087,upright
4440,-0.0004,0.0214,0.9743,-0.835,-1.833,1.256,upright
4460,-0.0185,0.0251,0.9313,0.694,-0.48,0.33,upright
4480,-0.015,0.0361,1.0426,-0.329,-1.078,-0.225,upright
4500,-0.0506,0.0526,1.0286,-0.167,-1.432,-1.821,upright
4520,-0.0227,-0.0243,1.0024,1.434,-1.065,0.112,upright
4540,0.0469,0.0147,0.9785,1.371,-0.895,3.501,upright
4560,-0.0518,-0.0493,1.006,2.527,-1.046,0.429,upright
4580,-0.0265,-0.011,1.016,-0.243,0.562,-1.514,upright
4600,0.0149,0.0403,1.0489,1.335,0.194,1.182,upright
4620,-0.0051,0.0025,1.0349,-2.021,-2.653,0.949,upright
4640,-0.0224,0.0311,0.977,0.822,-1.71,-0.205,upright
4660,-0.0259,-0.05,0.9775,1.125,-0.806,-0.317,upright
4680,-0.0073,0.0037,1.0013,-0.877,1.953,1.565,upright
4700,-0.0299,-0.0285,1.0428,2.442,0.065,0.775,upright
4720,-0.0156,-0.0217,1.0624,-0.571,-2.378,0.946,upright
4740,0.0119,0.0374,0.9913,0.866,-0.661,-3.471,upright
4760,-0.0628,-0.0148,0.9792,0.949,-0.595,-2.152,upright
4780,0.009,0.0015,0.9845,-1.599,0.872,1.107,upright
4800,0.0031,-0.0069,1.0107,0.013,-3.548,-1.294,upright
4820,0.0277,-0.009,1.0086,0.608,1.87,-1.803,upright
4840,-0.0614,-0.0525,0.9534,-0.717,-0.02,0.015,upright
4860,0.0192,-0.0191,1.0512,0.924,0.82,0.853,upright
4880,0.0132,-0.0408,1.0556,-1.178,-0.805,1.212,upright
4900,0.0231,0.0451,1.0194,-1.263,1.68,-4.71,upright
4920,-0.0264,-0.0279,0.9828,-1.677,-1.144,1.347,upright
4940,0.01,-0.0191,1.0643,1.993,0.47,0.857,upright
4960,-0.0229,0.0755,0.9471,-0.939,-0.572,-2.695,upright
4980,0.0116,0.0014,0.9682,-2.01,0.283,-1.445,upright
5000,-0.0478,0.0463,1.0053,-1.342,-0.135,-0.589,upright
5020,0.0034,-0.0243,1.0255,1.569,-1.932,-0.499,upright
5040,0.0092,0.0578,0.9962,-0.278,1.127,-0.156,upright
5060,0.0401,0.0224,0.9868,-0.372,0.33,1.423,upright
5080,0.0143,-0.0144,1.0015,0.285,-0.365,0.489,upright
5100,-0.0281,0.0088,1.0056,1.398,-2.214,-0.748,upright
5120,0.0179,-0.0081,1.0247,-0.99,0.77,1.098,upright
5140,0.0066,0.059,1.0207,0.068,-1.019,-0.266,upright
5160,0.0151,-0.0101,1.0393,-1.034,1.122,-1.349,upright
5180,0.0594,0.0183,0.9709,1.281,-0.008,-0.795,upright
5200,0.0104,0.0262,1.0305,2.599,-0.784,-1.079,upright
5220,0.0075,-0.0509,0.9806,2.329,-0.095,-2.635,upright
5240,0.0129,-0.0065,0.9739,0.883,-3.784,1.634,upright
5260,-0.0422,-0.0355,0.9743,0.88,-0.457,2.104,upright
5280,0.0317,-0.0432,1.027,0.164,1.228,0.054,upright
5300,0.0182,0.0203,1.0125,0.765,0.462,-0.175,upright
5320,0.028,-0.0552,1.0048,-0.787,3.127,-2.714,upright
5340,0.0372,-0.0652,0.9798,2.459,-0.285,0.112,upright
5360,0.0009,-0.0051,1.0351,-1.657,-2.951,-0.414,upright
5380,0.0368,-0.0109,0.9542,-1.2,1.027,0.302,upright
5400,0.0482,-0.0081,1.0323,-0.807,2.738,-1.864,upright
5420,0.0061,-0.0561,1.0253,-1.407,-1.067,2.324,upright
5440,0.0662,-0.0296,0.9796,-0.777,-0.05,-0.808,upright
5460,0.0467,0.0376,0.9946,2.574,-0.124,-1.274,upright
5480,0.0395,-0.0023,0.9569,0.884,1.617,0.442,upright
5500,-0.0424,-0.0247,1.0167,-0.505,0.054,1.347,upright
5520,0.02,0.0106,0.9637,-1.481,3.225,0.809,upright
5540,-0.011,-0.0345,0.9515,1.759,0.431,-1.451,upright
5560,-0.0405,-0.0198,0.9915,-0.347,2.873,0.546,upright
5580,0.0102,-0.0326,0.9699,-0.707,2.091,0.841,upright
5600,0.0402,0.0076,0.9697,0.24,-1.812,-2.052,upright
5620,-0.0143,0.012,0.959,-1.011,0.188,1.351,upright
5640,0.0367,-0.0228,0.9423,-0.621,-2.95,-1.54,upright
5660,-0.0054,0.0039,0.968,0.109,-2.842,-1.878,upright
5680,0.0384,-0.026,0.9948,0.559,2.454,1.281,upright
5700,-0.025,0.0069,1.0387,-0.182,1.024,-1.292,upright
5720,0.0334,0.0477,0.9844,0.442,1.698,-2.845,upright
5740,0.0253,0.0464,0.9949,-1.475,-2.818,1.615,upright
5760,0.042,0.0074,0.9791,-0.207,1.54,-3.558,upright
5780,-0.0092,0.0187,1.042,-0.397,-1.063,-1.2,upright
5800,-0.002,-0.0234,1.001,-0.734,1.674,-1.166,upright
5820,0.0514,-0.0118,1.0033,-1.482,0.883,-0.156,upright
5840,0.0145,0.0718,1.0101,0.67,1.011,-2.749,upright
5860,0.0109,-0.0216,1.0027,2.295,0.662,-0.424,upright
5880,0.0097,0.0034,1.0115,-0.114,1.185,-1.915,upright
5900,0.027,0.0305,1.0062,-1.574,2.618,0.553,upright
5920,0.0066,0.0088,1.0372,0.162,-0.99,-0.793,upright
5940,0.0288,-0.0418,0.9801,-0.929,2.852,-0.97,upright
5960,-0.01,-0.0001,1.0068,-2.28,1.228,2.417,upright
5980,0.0475,0.0221,0.9491,1.747,-1.169,-2.719,upright
6000,0.0213,-0.0298,0.9839,-0.454,-1.058,-0.23,upright
6020,0.0099,-0.0149,1.0497,1.59,-0.157,0.614,upright
6040,0.0549,0.0222,1.0274,-0.561,-1.157,-3.038,upright
6060,0.0407,0.0245,1.0426,-1.827,0.104,1.534,upright
6080,0.0072,0.0409,0.9773,3.241,-0.028,-0.345,upright
6100,-0.0276,-0.0214,0.9905,-1.569,1.04,-1.16,upright
6120,0.0041,0.0046,1.0356,0.122,-1.5,-1.178,upright
6140,0.0175,-0.0091,0.9784,0.982,1.486,-1.211,upright
6160,0.0442,0.0247,1.0024,0.73,1.122,-0.142,upright
6180,0.0461,0.0405,0.9796,1.377,0.506,-2.413,upright
6200,0.0682,-0.027,1.0149,-0.785,-0.184,-0.524,upright
6220,0.0069,0.0289,1.0005,-0.267,1.171,2.762,upright
6240,0.0472,0.0116,1.0346,2.592,-2.558,-0.817,upright
6260,0.0181,0.0356,1.0219,-0.617,-0.002,-3.155,upright
6280,0.0515,0.0591,0.9858,-0.69,0.855,-1.072,upright
6300,0.0343,-0.0026,0.9929,1.299,-2.1,0.905,upright
6320,0.0263,-0.0037,1.0001,1.313,0.459,-0.882,upright
6340,-0.012,0.0039,0.9832,-2.026,-0.255,-0.857,upright
6360,-0.0196,0.0091,1.042,-0.645,1.647,-2.769,upright
6380,0.0495,0.0063,0.997,0.441,-0.205,-3.521,upright
6400,0.0442,0.0388,1.0116,-0.442,-0.655,1.746,upright
6420,-0.0219,-0.0155,0.999,0.096,-0.222,-1.138,upright
6440,-0.0266,0.0487,0.9894,0.449,0.986,1.108,upright
6460,-0.0446,0.025,0.9945,0.093,-1.583,2.1,upright
6480,0.0139,-0.0278,1.0061,-0.357,0.501,2.246,upright
6500,-0.0051,-0.0223,1.018,0.756,1.2,0.2,upright
6520,-0.0311,-0.0048,0.9698,0.877,-0.319,-0.219,upright
6540,-0.0069,0.0455,0.9782,-1.738,0.414,0.825,upright
6560,0.007,0.0144,1.0092,-0.083,-0.289,2.408,upright
6580,-0.0289,0.0151,1.0047,1.428,0.38,-2.107,upright
6600,0.0356,-0.0239,1.002,-0.087,1.395,-3.077,upright
6620,-0.0146,0.0134,0.9843,0.557,2.851,1.962,upright
6640,-0.0034,-0.0083,0.9901,1.923,-0.37,1.804,upright
6660,-0.023,-0.0108,1.0262,0.303,0.428,-0.27,upright
6680,0.0322,-0.0221,0.9976,-0.058,-0.792,0.865,upright
6700,-0.03,0.0085,0.9819,-0.977,-0.311,1.358,upright
6720,0.0045,-0.0234,0.9973,-1.09,2.567,0.347,upright
6740,-0.0364,-0.0304,1.0267,-0.627,-2.483,-0.882,upright
6760,-0.0682,-0.0222,0.9722,2.023,-2.715,0.746,upright
6780,-0.039,-0.0023,1.0442,-2.569,-0.378,-1.09,upright
6800,-0.0212,0.0126,0.9712,-0.489,1.77,0.557,upright
6820,-0.034,0.0384,0.9666,-1.426,-1.505,-0.534,upright
6840,0.0034,-0.0181,0.9421,1.123,1.07,0.439,upright
6860,-0.034,-0.0128,1.0532,-1.122,-0.687,-2.28,upright
6880,-0.0312,-0.0053,0.9842,-1.22,-0.154,0.975,upright
6900,-0.0323,0.0531,1.0383,0.171,-0.41,1.556,upright
6920,-0.0639,-0.0613,0.9802,-0.072,-1.2,2.852,upright
6940,-0.0262,-0.0407,1.0042,0.15,-1.324,0.071,upright
6960,-0.0368,0.0516,0.9809,-2.045,-2.199,1.736,upright
6980,-0.0357,0.0504,1.0583,3.183,-0.763,2.585,upright
7000,0.0017,-0.0093,0.9785,-1.514,-0.778,2.422,upright
7020,-0.0844,0.0213,0.9909,-1.993,-1.606,-1.373,upright
7040,0.0179,0.0321,1.0175,-0.813,-1.533,-0.843,upright
7060,-0.0022,0.0667,1.0421,-1.259,-1.683,2.826,upright
7080,-0.0203,0.0306,0.9942,-0.685,0.704,-2.41,upright
7100,-0.0754,-0.033,1.0165,-0.975,-0.734,1.274,upright
7120,0.0013,-0.0253,0.998,-0.545,-0.047,-0.022,upright
7140,-0.0356,0.0453,1.0264,-1.189,-0.539,-1.007,upright
7160,-0.0292,-0.0135,1.0624,1.089,0.961,-1.336,upright
7180,-0.0621,0.0735,0.9893,0.779,-1.011,0.085,upright
7200,-0.0166,0.0449,0.9991,-0.784,-1.906,1.44,upright
7220,-0.0011,-0.0055,1.0135,-0.42,-0.054,-1.369,upright
7240,-0.0737,-0.0,1.0034,0.199,-1.053,0.354,upright
7260,-0.0038,-0.0472,1.007,0.52,0.416,-0.818,upright
7280,-0.0189,0.0494,0.9649,0.297,0.163,1.33,upright
7300,-0.0508,-0.0481,1.0361,-1.909,1.862,0.147,upright
7320,0.0541,-0.008,1.0023,1.218,0.797,2.331,upright
7340,0.0122,0.0207,0.9696,1.476,-4.344,-1.071,upright
7360,0.0522,-0.0069,1.0422,-1.765,1.038,-1.041,upright
7380,-0.0228,0.061,1.0138,1.223,0.904,0.926,upright
7400,0.0037,-0.0014,0.9805,-2.153,-0.368,-2.008,upright
7420,0.002,-0.0084,0.9768,-0.921,-0.675,0.963,upright
7440,-0.0604,-0.0533,1.011,-1.731,-0.956,0.358,upright
7460,-0.0075,0.0253,0.9761,-1.46,-1.73,-1.083,upright
7480,0.0202,0.0127,0.9834,-1.475,0.595,0.724,upright
7500,-0.055,-0.0096,1.0135,-1.388,0.915,-1.351,upright
7520,-0.0426,0.0381,0.9742,0.329,0.756,1.133,upright
7540,-0.0287,0.0186,0.9823,1.917,-2.407,2.238,upright
7560,-0.0139,-0.0561,0.971,-0.243,1.798,-1.074,upright
7580,0.0129,-0.0374,0.9695,1.686,1.176,-1.47,upright
7600,-0.0095,0.0466,0.9692,-2.182,0.993,0.709,upright
7620,0.0197,0.024,0.9832,1.715,1.686,1.902,upright
7640,0.067,0.017,0.9616,-1.515,0.433,0.458,upright
7660,-0.0003,-0.0035,0.9991,1.954,0.539,-0.081,upright
7680,0.0459,-0.0576,0.9514,0.283,-0.941,0.344,upright
7700,0.0005,-0.0148,1.0165,2.15,-0.578,1.24,upright
7720,-0.0293,-0.0022,0.989,1.503,-0.557,-0.554,upright
7740,0.0256,0.0666,0.9634,-0.318,2.552,0.007,upright
7760,0.0448,0.0407,0.9684,1.632,-0.442,0.209,upright
7780,0.0662,-0.0097,0.9658,0.946,2.005,0.083,upright
7800,0.0232,0.0004,0.9885,-0.641,-0.88,-0.744,upright
7820,0.0289,-0.0082,1.0321,-0.096,-0.332,-3.102,upright
7840,0.0424,0.0404,1.0224,1.878,0.897,-1.531,upright
7860,-0.0042,0.0105,0.9735,-1.934,-1.288,2.372,upright
7880,0.0326,-0.0313,0.9861,-1.376,2.326,-1.07,upright
7900,0.0423,0.0263,1.0283,0.252,-0.511,-0.386,upright
7920,-0.0193,-0.0032,1.011,-0.681,-1.061,2.733,upright
