timestamp_ms,ax,ay,az,gx,gy,gz,label
2460,0.0626,-0.0273,1.016,0.421,-2.436,0.836,upright
2480,0.0027,-0.0571,1.0272,1.354,2.167,0.738,upright
2500,0.0119,-0.0229,0.9915,0.399,0.983,-0.953,upright
2520,-0.0051,0.0289,1.0495,3.782,1.731,-0.732,upright
2540,-0.0265,0.0206,1.0073,-0.155,0.421,2.21,upright
2560,-0.0112,0.0325,1.0261,0.904,2.109,-0.961,upright
2580,-0.045,-0.033,1.0212,2.1,1.41,-0.327,upright
2600,0.0451,0.004,1.0126,-0.372,-0.36,2.315,upright
2620,-0.0863,-0.0167,0.9728,-0.441,-1.092,1.359,upright
2640,0.0164,-0.0496,0.9728,0.541,-0.725,-0.628,upright
2660,-0.0204,0.0023,1.045,0.258,1.07,0.662,upright
2680,-0.0402,-0.0358,0.9525,-2.923,2.68,0.37,upright
2700,0.0059,-0.0469,1.0109,-0.141,3.218,1.857,upright
2720,0.0212,-0.0096,0.9406,0.721,-0.312,-0.205,upright
2740,0.0225,0.0557,1.0137,1.017,0.417,-0.859,upright
2760,-0.0042,-0.0094,1.0185,1.655,0.293,-1.461,upright
2780,0.0138,0.047,0.9991,-0.251,-0.861,-1.608,upright
2800,0.0537,-0.0034,0.9911,-0.391,-0.478,0.06,upright
2820,0.0309,0.0312,1.0482,-3.103,0.928,-1.496,upright
2840,-0.0293,0.0147,0.996,0.251,-0.061,-3.636,upright
2860,0.0479,-0.0278,1.0061,-0.95,0.274,3.009,upright
2880,-0.0056,-0.0021,0.9718,-1.944,0.577,-0.512,upright
2900,0.0051,0.0341,1.0477,-3.719,1.072,0.807,upright
2920,-0.0427,0.035,0.9856,-1.066,-0.866,-0.468,upright
2940,0.0378,-0.0238,0.9505,-1.036,-0.558,-0.046,upright
2960,0.0154,0.0035,0.9216,1.884,0.379,-4.058,upright
2980,0.0461,0.036,1.0066,-1.592,0.289,-0.623,upright
3000,0.0811,-0.0434,1.0034,0.556,1.348,-1.457,upright
3020,0.0569,-0.0035,1.0029,1.178,-0.702,-1.177,upright
3040,0.0709,-0.0061,0.9466,-1.445,0.454,-1.406,upright
3060,-0.0052,-0.0198,1.0143,0.202,-0.035,0.361,upright
3080,0.0441,-0.026,1.0001,0.654,-0.678,-1.418,upright
3100,0.0472,-0.032,1.0647,2.279,1.052,-0.95,upright
3120,0.0321,-0.0407,1.0177,0.66,-0.823,1.75,upright
3140,-0.0188,-0.0008,1.0281,0.267,0.996,1.088,upright
3160,0.0337,-0.0003,1.0305,0.115,-0.459,0.428,upright
3180,0.0543,-0.0416,1.0198,-1.92,-1.928,-0.119,upright
3200,0.0226,0.0059,1.0619,-0.818,-0.326,1.807,upright
3220,0.0611,0.0375,1.0684,-2.423,3.387,2.238,upright
3240,0.0595,0.0304,1.0185,-0.194,-2.248,-1.528,upright
3260,0.0344,-0.0536,0.9824,-1.555,-2.474,-0.602,upright
3280,0.0185,-0.0444,1.0164,-0.874,-0.77,1.306,upright
3300,0.0147,0.0472,1.0716,0.33,1.202,1.823,upright
3320,0.0171,-0.0241,1.0853,0.928,1.512,-0.912,upright
3340,0.0207,0.0346,0.9883,-0.494,-1.744,-1.531,upright
3360,0.0229,0.0273,0.9817,0.817,-0.725,0.304,upright
3380,-0.0133,0.0526,0.9843,-1.447,0.94,0.994,upright
3400,0.0087,-0.0333,1.0032,-2.297,-2.308,0.017,upright
3420,-0.0121,-0.0004,1.0487,-0.187,-0.147,0.135,upright
3440,-0.0117,0.0059,1.0545,-2.701,-0.084,-0.364,upright
3460,0.0056,-0.0181,0.9483,-1.047,3.719,1.556,upright
3480,0.0291,-0.0271,0.9729,-0.26,2.008,-3.324,upright
3500,-0.0389,0.011,1.0131,0.499,0.825,-0.419,upright
3520,0.0076,-0.0485,1.053,1.15,-1.645,-0.652,upright
3540,0.004,-0.0298,1.0264,-1.436,0.246,-1.565,upright
3560,-0.0138,0.0134,1.0232,2.783,-2.914,-1.83,upright
3580,-0.0241,-0.0386,0.9684,-0.784,0.47,-0.614,upright
3600,0.0053,-0.0028,1.0582,2.985,2.696,0.392,upright
3620,0.0537,-0.0018,1.0171,-0.122,-0.395,-2.034,upright
3640,-0.0055,-0.0004,1.0499,1.055,1.083,2.008,upright
3660,0.0319,0.034,1.0748,1.374,-0.44,-0.982,upright
3680,0.0218,-0.0033,0.9605,0.273,1.403,1.819,upright
3700,-0.002,0.0538,1.0682,-0.616,1.321,1.117,upright
3720,-0.0005,-0.0075,1.0516,0.299,-0.289,-0.942,upright
3740,-0.0023,-0.0544,0.9913,1.853,0.05,-0.523,upright
3760,-0.0162,-0.0755,1.0928,-0.516,1.33,-3.277,upright
3780,-0.0193,0.0166,1.0043,-1.072,-0.107,2.059,upright
3800,-0.0572,0.0401,1.0178,1.07,0.963,-0.834,upright
3820,-0.0085,-0.0357,1.0161,-0.277,-1.321,-0.066,upright
3840,-0.0198,-0.07,0.9702,-3.618,0.935,-1.386,upright
3860,-0.0047,0.0098,0.9806,0.952,-3.277,-2.394,upright
3880,-0.0251,-0.0031,1.0149,-1.211,-1.032,-1.98,upright
3900,-0.0147,-0.0108,1.0397,1.431,-2.14,0.403,upright
3920,0.0142,-0.0159,0.9642,1.625,0.76,1.631,upright
3940,0.0347,0.0267,0.9971,1.036,-2.585,0.332,upright
3960,-0.0295,-0.0233,1.0252,0.987,1.695,0.093,upright
3980,0.0259,0.0271,1.0196,-1.024,1.985,-0.407,upright
4000,-0.0468,0.0124,1.0151,-2.354,2.885,-1.878,upright
4020,0.0093,0.0606,1.0238,-0.784,-0.902,-1.361,upright
4040,-0.0317,0.0267,1.0276,-0.222,2.644,0.738,upright
4060,-0.0126,0.0055,1.0047,0.987,-0.618,-0.303,upright
4080,0.0228,-0.0298,1.0638,-0.816,2.575,-2.545,upright
4100,-0.0426,0.0516,0.943,1.981,2.065,0.493,upright
4120,-0.0746,0.0045,1.0115,2.289,-2.295,3.783,upright
4140,-0.0458,-0.0033,1.0267,-1.746,-1.241,-1.823,upright
4160,-0.0604,-0.0217,0.9989,-2.368,2.178,0.389,upright
4180,0.0299,-0.0005,0.9862,-0.315,-1.612,-0.033,upright
4200,-0.0058,0.0226,0.9985,0.332,-2.674,0.293,upright
4220,-0.0695,-0.0472,1.0367,-1.094,0.159,0.35,upright
4240,-0.0289,-0.0065,0.9695,-2.52,-0.668,0.951,upright
4260,0.0042,0.0804,0.9746,0.555,-2.05,-0.948,upright
4280,-0.0558,0.0179,1.0127,0.655,-1.078,1.736,upright
4300,-0.0449,0.0022,0.995,0.361,-1.032,-2.787,upright
4320,-0.0281,-0.0493,0.9977,1.314,-0.818,0.289,upright
4340,0.0314,0.0208,0.9419,-0.278,-0.07,-1.515,upright
4360,-0.0088,0.0204,0.9562,-0.011,-0.505,1.315,upright
4380,-0.0197,0.0273,0.9793,1.399,2.532,0.689,upright
4400,-0.0124,-0.0399,1.0033,-1.952,-3.192,0.048,upright
4420,0.042,-0.028,1.0265,-0.139,-1.573,2.034,upright
4440,-0.0405,0.0249,0.9581,1.69,-0.008,0.259,upright
4460,0.0144,-0.0214,1.0206,-0.55,0.472,0.064,upright
4480,-0.0462,0.003,1.0391,2.881,1.066,-0.224,upright
4500,0.0148,-0.0687,0.9847,-0.754,1.175,0.647,upright
4520,0.0428,0.0216,0.9747,-1.701,1.223,-0.683,upright
4540,0.0048,0.0432,1.0033,1.561,3.713,-2.017,upright
4560,-0.0358,0.0225,0.9734,0.089,0.706,0.093,upright
4580,-0.0486,0.0122,1.0139,-0.301,0.185,0.266,upright
4600,-0.0211,0.0142,0.9764,-0.65,1.095,-0.501,upright
4620,-0.0482,0.0079,0.9986,-1.094,2.506,0.692,upright
4640,-0.0098,0.0439,0.9877,-1.83,-0.74,-0.991,upright
4660,-0.0007,-0.017,1.0242,-0.556,-1.09,-1.352,upright
4680,-0.0201,0.0195,0.9125,-0.288,-2.494,0.551,upright
4700,0.005,-0.0146,0.9851,-0.21,2.061,-1.434,upright
4720,0.0069,0.0619,0.9951,-1.966,-1.594,-0.981,upright
4740,-0.0034,-0.0287,0.9825,1.093,2.495,1.964,upright
4760,-0.0136,0.0165,0.9803,0.629,0.561,-0.634,upright
4780,-0.0063,-0.042,1.0242,0.35,0.755,-1.884,upright
4800,-0.0554,0.0063,1.0732,-0.838,-0.61,0.857,upright
4820,-0.0181,-0.0367,1.0515,-1.883,0.174,-0.26,upright
4840,-0.0304,0.0578,1.0124,-0.343,3.662,0.092,upright
4860,0.0311,0.0268,1.0277,-1.87,-1.304,1.085,upright
4880,-0.0039,0.0085,1.0141,0.131,0.644,-0.281,upright
4900,0.0123,-0.0161,0.978,-1.946,0.128,0.34,upright
4920,0.012,0.0464,0.9804,0.282,-1.126,1.288,upright
4940,0.0303,-0.0036,0.9994,-0.291,1.439,-1.094,upright
4960,-0.0307,0.0545,1.006,0.445,2.318,-2.191,upright
4980,-0.0041,0.0254,0.9892,-1.086,-0.932,-0.094,upright
5000,0.0158,-0.0142,0.9423,-0.136,1.358,-1.719,upright
5020,-0.0001,0.0126,0.9651,-0.828,-0.258,-1.739,upright
5040,-0.0345,-0.0207,1.0433,-2.093,2.997,1.218,upright
5060,-0.0094,0.0128,1.0211,0.436,-1.386,0.633,upright
5080,-0.0452,-0.032,1.0117,-0.638,2.195,0.843,upright
5100,-0.0048,-0.0472,0.9931,1.452,1.283,-0.964,upright
5120,-0.0231,0.028,1.0075,-1.187,-2.74,0.827,upright
5140,-0.0023,-0.0127,0.9739,-1.126,-1.75,0.795,upright
5160,0.0435,0.0283,1.0222,0.158,-0.835,0.01,upright
5180,-0.0026,0.002,0.9167,-1.571,3.977,1.223,upright
5200,-0.0139,-0.0444,1.0141,0.691,-2.387,-0.777,upright
5220,0.0175,0.0046,1.046,-1.068,0.012,-0.031,upright
5240,0.0403,0.0271,1.0154,-0.742,-0.083,-2.383,upright
5260,-0.0224,-0.0219,0.9628,0.402,-1.019,-0.827,upright
5280,-0.0323,-0.0426,1.0095,0.762,1.925,-1.82,upright
5300,0.015,0.0207,1.0173,-0.583,0.776,0.197,upright
5320,0.0543,0.0834,1.0308,-0.531,-3.661,-1.936,upright
5340,0.0337,0.0169,0.9648,2.49,1.259,-2.765,upright
5360,0.0212,-0.0094,0.9746,0.584,4.12,0.173,upright
5380,0.013,0.0178,0.9918,-0.003,-1.722,-0.515,upright
5400,0.0385,-0.0174,1.0344,0.285,1.436,-1.658,upright
5420,0.0133,-0.0331,0.9873,1.442,-1.643,-1.176,upright
5440,0.0025,0.0458,0.9407,0.497,1.22,-1.178,upright
5460,0.0032,0.0355,0.9712,1.461,-0.67,0.789,upright
5480,0.0356,0.0097,1.0265,0.518,-0.186,-0.882,upright
5500,0.0527,-0.0088,1.0178,-4.125,0.714,-2.002,upright
5520,0.037,0.0321,0.9561,-0.979,1.221,-0.443,upright
5540,-0.0444,0.0252,0.9997,-0.766,-0.034,2.037,upright
5560,0.0608,-0.0079,0.9361,-0.439,2.078,-2.713,upright
5580,-0.0188,-0.0208,0.9745,-0.511,-0.648,0.238,upright
5600,0.0284,-0.0491,0.9989,0.224,-0.851,-0.745,upright
5620,0.026,0.0086,0.9952,0.504,-1.744,2.318,upright
5640,0.0403,-0.055,1.0116,-1.514,-2.721,1.946,upright
5660,-0.0175,0.0159,1.0373,0.536,2.211,0.795,upright
5680,-0.0124,-0.0176,0.9744,-0.687,-0.563,0.512,upright
5700,-0.0367,-0.037,0.9541,0.913,-1.784,-0.27,upright
5720,0.0364,-0.0257,0.975,3.534,-0.851,1.239,upright
5740,-0.0029,0.0202,0.9875,2.006,2.159,-2.073,upright
5760,0.1031,-0.0065,0.9983,-1.224,-0.672,-1.722,upright
5780,0.0014,-0.0049,0.9728,0.568,-2.034,1.109,upright
5800,-0.0007,0.0172,0.9694,1.625,0.979,0.006,upright
5820,0.0214,-0.0185,0.9725,1.208,-2.244,-0.328,upright
5840,-0.0154,0.0068,0.9902,1.061,0.592,0.048,upright
5860,0.0186,0.0023,1.0369,-1.534,-1.346,-1.099,upright
5880,0.0351,0.0002,0.9744,-2.177,-2.775,0.242,upright
5900,0.0494,0.0162,1.0216,2.184,-1.293,-0.982,upright
5920,0.0255,0.0098,0.9804,0.933,0.236,1.216,upright
5940,0.0496,-0.0339,1.0459,-0.888,0.859,0.197,upright
5960,0.0173,0.0274,1.011,-1.499,2.175,-0.362,upright
5980,0.0165,-0.0516,1.0241,2.618,1.489,-0.357,upright
6000,0.021,-0.0822,1.0322,-0.871,-2.361,0.629,upright
6020,0.031,0.0102,1.0111,1.513,2.938,0.485,upright
6040,0.0141,-0.0022,0.9907,1.1,-0.838,-1.088,upright
6060,-0.0021,0.0263,1.001,-0.342,-0.461,0.927,upright
6080,-0.0085,-0.0626,0.9768,1.146,0.515,-2.223,upright
6100,0.0241,-0.0229,1.0322,1.183,0.411,3.28,upright
6120,0.0297,-0.0011,0.998,0.027,2.054,-1.297,upright
6140,-0.0351,0.0129,0.9676,-0.952,1.534,-2.21,upright
6160,-0.0115,0.004,1.0285,0.702,-1.0,-0.996,upright
6180,-0.0164,0.0429,0.9882,1.062,0.615,-0.126,upright
6200,-0.0059,0.0408,0.9926,3.311,-0.187,1.07,upright
6220,-0.0257,0.0141,1.0272,1.355,-0.218,2.28,upright
6240,0.02,-0.003,0.9689,2.363,-0.436,1.683,upright
6260,0.0005,0.0292,1.0301,-0.163,0.673,1.613,upright
6280,0.0372,0.0214,1.0012,-0.302,-0.199,0.638,upright
6300,0.0079,0.0042,1.006,1.016,-0.248,0.829,upright
6320,-0.0185,0.0232,1.0634,-2.064,0.125,-0.015,upright
6340,0.0185,0.034,1.0759,-1.714,0.681,-0.437,upright
6360,0.0136,0.0161,1.0297,-2.257,-1.217,-1.387,upright
6380,-0.0078,0.0132,0.9654,-0.948,-0.104,-0.743,upright
6400,-0.0042,-0.0069,0.9868,-1.292,-1.633,-2.597,upright
6420,-0.0165,-0.048,0.9927,-1.516,-1.146,2.111,upright
6440,0.0455,0.0192,1.0255,1.236,0.468,-1.196,upright
6460,0.0036,-0.0353,1.0189,1.043,0.063,-0.376,upright
6480,-0.0455,0.045,1.0345,1.02,2.956,1.884,upright
6500,0.0088,-0.0198,1.018,1.76,0.988,-1.57,upright
6520,-0.0068,0.0239,0.9789,-0.178,0.723,1.288,upright
6540,0.0061,0.0194,0.9772,1.147,-0.18,-0.124,upright
6560,-0.0143,-0.004,0.9828,2.118,-0.627,-0.747,upright
6580,0.0066,0.0501,0.987,-0.44,-1.227,0.541,upright
6600,-0.0102,-0.0534,0.9896,1.513,2.624,0.008,upright
6620,-0.01,0.0269,1.0185,0.985,-0.285,-2.496,upright
6640,-0.0317,0.0101,1.0214,-0.025,1.71,2.028,upright
6660,-0.0229,0.0093,0.9778,2.573,2.842,-0.021,upright
6680,0.0496,-0.0456,0.9787,-1.818,1.225,0.394,upright
6700,-0.0235,-0.0212,0.9951,0.247,-3.485,0.849,upright
6720,-0.0658,0.0356,1.0067,0.184,0.939,0.903,upright
6740,-0.0447,-0.0131,0.9996,-0.06,-0.394,1.423,upright
6760,-0.0167,-0.0017,0.9735,0.075,-1.537,-0.555,upright
6780,-0.007,0.0128,0.9961,-0.893,-0.945,-0.835,upright
6800,-0.0127,-0.0182,0.9874,-1.547,-2.266,0.665,upright
6820,0.0293,0.0698,1.029,-0.941,-3.734,-2.497,upright
6840,-0.0229,0.0399,0.9744,-0.312,-0.775,-0.837,upright
6860,0.0259,-0.0083,1.0225,2.106,1.697,-1.386,upright
6880,-0.0414,0.04,1.0251,0.637,-1.858,3.202,upright
6900,-0.0052,0.0164,0.9756,4.038,1.066,-2.455,upright
6920,-0.0718,0.0383,0.984,0.884,1.062,0.889,upright
6940,0.0353,0.0277,0.9748,-2.115,-1.232,0.729,upright
6960,-0.0166,0.0566,1.0162,-0.496,1.29,-0.423,upright
6980,0.0259,-0.0299,0.9946,-0.455,-1.247,1.931,upright
7000,-0.0622,-0.0391,1.0024,-1.128,-0.688,0.1,upright
7020,0.0141,0.0119,1.0367,-1.342,1.881,-2.246,upright
7040,-0.0402,0.0275,0.9638,-0.609,-0.667,0.027,upright
7060,-0.031,-0.0192,1.0344,-0.237,-0.248,1.114,upright
7080,-0.0141,-0.014,1.0464,2.159,1.797,-2.616,upright
7100,0.0476,-0.0396,1.0162,1.489,2.494,0.342,upright
7120,0.0094,-0.0016,1.0204,1.653,-1.599,-0.371,upright
7140,0.0366,-0.0327,0.9845,-1.258,1.719,1.975,upright
7160,-0.0179,0.0383,0.9684,0.986,-1.074,-0.338,upright
7180,-0.0085,-0.0206,0.9773,2.88,1.085,-2.176,upright
7200,-0.0072,-0.0233,0.9489,-0.984,-0.815,-0.538,upright
7220,0.003,-0.0063,0.9763,-0.934,-0.266,0.552,upright
7240,-0.0532,0.0375,1.0052,1.708,-0.29,1.918,upright
7260,-0.0381,-0.0464,0.9518,-1.53,0.611,3.248,upright
7280,-0.0437,0.0693,0.9687,-1.479,-0.731,-0.941,upright
7300,0.0445,-0.0113,0.9866,1.451,-1.657,-1.561,upright
7320,-0.0435,0.0493,1.0268,0.624,2.515,-1.786,upright
7340,0.0456,0.0388,0.9998,-0.575,-0.603,-0.216,upright
7360,0.0055,-0.0042,1.0483,-0.336,-2.71,0.803,upright
7380,-0.0454,-0.0395,1.0304,2.508,-0.427,-0.319,upright
7400,-0.0398,-0.0334,1.0163,-0.016,-1.606,1.077,upright
7420,0.0152,0.0143,1.0077,-1.921,-1.261,-1.381,upright
7440,-0.0026,-0.0078,0.9624,-0.157,-0.664,-1.629,upright
7460,-0.0332,0.0345,1.0224,-1.078,-0.413,1.564,upright
7480,-0.0062,-0.0039,0.9717,-0.912,-2.373,-0.21,upright
7500,0.0029,-0.0108,1.0206,1.131,-0.924,-0.309,upright
7520,0.0321,-0.0351,1.0209,-0.273,-0.129,2.269,upright
7540,-0.0459,-0.0225,0.9409,-1.566,-1.583,-0.793,upright
7560,0.0025,0.0271,0.9915,0.282,-1.878,-0.082,upright
7580,0.0463,0.0278,1.0023,-1.056,4.259,0.283,upright
7600,0.0285,0.0448,1.0442,-1.137,-0.376,0.327,upright
7620,-0.0339,-0.0271,0.9854,2.136,-0.128,-0.418,upright
7640,0.0599,0.009,1.0332,-0.909,-1.563,3.407,upright
7660,-0.0181,-0.0041,1.066,-4.283,-1.343,-0.52,upright
7680,-0.0211,0.0191,1.0017,-0.47,-0.284,-0.397,upright
7700,0.0349,0.0138,1.0058,-1.354,-0.778,-0.883,upright
7720,0.0489,0.0032,1.0467,2.242,0.549,-0.972,upright
7740,0.0365,-0.0582,0.9538,0.384,-0.259,0.562,upright
7760,-0.036,-0.0177,0.9863,0.763,-1.721,1.09,upright
7780,0.0151,0.0375,0.9636,3.407,1.277,-2.368,upright
7800,0.0174,-0.0405,0.9737,3.486,1.569,-1.878,upright
7820,0.0069,-0.0152,0.9766,0.626,0.433,-1.627,upright
7840,0.0125,0.0155,1.0242,1.592,3.219,1.317,upright
7860,0.0395,-0.0373,0.9871,-0.782,1.105,-1.606,upright
7880,-0.0089,-0.0144,0.9953,0.069,0.725,-0.958,upright
