timestamp_ms,ax,ay,az,gx,gy,gz,label
1920,0.0021,0.0051,1.0195,-2.724,2.596,0.353,upright
1940,-0.0395,0.0064,1.0342,-0.966,0.042,3.352,upright
1960,0.0234,0.0188,0.9928,-2.428,-1.249,0.215,upright
1980,-0.0099,0.0498,0.993,-0.001,-0.831,-2.277,upright
2000,-0.0105,-0.033,0.983,-1.863,0.308,-1.147,upright
2020,-0.0075,0.0563,0.9996,0.3,-1.115,-2.38,upright
2040,0.0383,-0.0645,1.0643,1.64,-0.171,0.791,upright
2060,-0.0208,0.0128,1.017,0.03,-0.508,-0.191,upright
2080,-0.0175,-0.0021,1.0034,0.89,0.021,0.019,upright
2100,-0.0285,-0.0007,1.0011,0.05,0.44,-0.766,upright
2120,-0.0605,0.0275,1.0174,1.124,1.066,-1.838,upright
2140,0.0079,0.0274,1.0191,-1.603,-0.147,1.025,upright
2160,0.0093,-0.0168,1.008,1.135,-2.425,-1.686,upright
2180,-0.0368,-0.0347,0.987,0.884,-0.641,-1.258,upright
2200,-0.0289,0.0472,1.0508,-1.418,1.84,1.753,upright
2220,-0.0242,-0.0027,1.0135,-1.755,-0.558,0.061,upright
2240,-0.0448,-0.0119,1.0303,-2.907,2.213,2.422,upright
2260,-0.0162,0.0034,1.0008,-2.739,0.234,-0.834,upright
2280,-0.0161,-0.0689,1.0272,-0.41,0.399,-0.607,upright
2300,0.02,-0.026,0.973,-2.158,-0.061,1.077,upright
2320,0.0343,0.0185,1.0061,0.065,-1.012,-1.44,upright
2340,0.0079,-0.0007,0.9807,-0.198,1.218,-3.516,upright
2360,0.007,-0.0033,0.9956,-1.881,1.299,0.951,upright
2380,-0.0138,-0.0473,0.9878,0.17,-0.975,0.888,upright
2400,-0.0489,0.0596,0.9685,-1.416,1.373,0.02,upright
2420,-0.0022,-0.0172,1.0246,0.147,1.259,1.509,upright
2440,-0.0289,0.0497,1.0057,-1.431,2.62,-1.54,upright
2460,0.0679,-0.0286,1.0561,-2.187,-4.407,1.108,upright
2480,-0.0074,0.0437,1.0966,0.534,-0.204,-0.437,upright
2500,0.0408,-0.0097,0.9716,1.029,3.259,-0.776,upright
2520,0.0159,0.0159,1.0035,0.348,1.25,1.551,upright
2540,-0.0292,-0.0416,1.0232,-2.021,0.283,-0.133,upright
2560,0.0342,-0.0056,1.0025,-2.021,0.247,-2.213,upright
2580,0.024,0.0308,1.0585,0.9,-0.069,-1.271,upright
2600,-0.0081,0.0238,1.0274,1.27,-0.404,-1.319,upright
2620,-0.0492,0.0252,0.9947,-0.795,0.501,3.201,upright
2640,-0.0049,-0.0129,0.9716,0.274,-2.3,-1.853,upright
2660,0.0145,-0.0243,1.0004,0.684,-0.281,2.161,upright
2680,-0.0109,-0.0308,0.9997,-0.692,0.448,0.789,upright
2700,-0.0018,-0.0423,0.9579,2.124,-0.633,3.342,upright
2720,0.0251,-0.0109,0.9813,-1.912,-0.028,1.157,upright
2740,0.0324,0.0211,1.0034,-1.365,0.337,-1.393,upright
2760,0.0003,-0.0247,0.9665,-1.368,-1.22,0.06,upright
2780,0.0278,0.0093,0.9687,-0.907,2.151,0.905,upright
2800,0.0278,0.0083,1.0231,-1.055,-1.827,1.149,upright
2820,-0.0126,0.0019,1.0422,-0.55,-1.607,0.009,upright
2840,-0.0338,-0.0273,0.9832,0.687,2.55,1.933,upright
2860,0.0693,-0.0034,0.9636,-1.206,-0.316,-0.42,upright
2880,0.0048,0.0269,1.0127,1.73,2.307,-1.147,upright
2900,-0.002,0.0269,1.0316,-1.118,-0.517,2.024,upright
2920,0.0453,0.0463,0.9784,0.965,0.298,-0.827,upright
2940,0.0019,0.0018,0.9813,1.027,2.489,-0.351,upright
2960,0.0221,0.016,1.0161,1.408,-1.778,-2.754,upright
2980,0.0012,0.0013,1.0349,0.959,-0.888,-2.668,upright
3000,0.0265,0.0099,1.0277,1.1,0.386,-1.328,upright
3020,0.0203,0.016,0.9761,0.067,-0.977,-1.365,upright
3040,0.0084,-0.0135,0.9668,-0.705,-0.534,-1.069,upright
3060,0.0312,0.0162,0.9595,-2.33,-1.793,-0.52,upright
3080,-0.0504,-0.0026,0.9967,0.308,-0.756,0.989,upright
3100,0.0282,0.0267,0.9735,-4.286,0.852,0.012,upright
3120,0.0253,0.0496,0.9927,1.24,-0.888,-0.328,upright
3140,0.0132,-0.0003,0.9899,2.903,-2.124,-0.168,upright
3160,0.0168,0.017,1.016,-1.54,-0.949,1.749,upright
3180,0.0291,-0.0476,1.0039,3.251,-1.107,0.774,upright
3200,0.0769,0.0465,0.964,-0.599,0.525,-0.284,upright
3220,0.0169,0.0112,0.9936,0.035,1.586,-0.831,upright
3240,0.0452,-0.0536,1.0223,-0.618,-1.431,-1.646,upright
3260,0.0417,-0.0097,0.9702,-2.196,-0.55,-0.151,upright
3280,0.0215,-0.008,0.9778,0.578,-2.893,1.222,upright
3300,0.0795,-0.0171,1.0039,-0.307,-1.608,-0.971,upright
3320,0.0014,-0.0272,1.0024,-0.476,1.268,-2.848,upright
3340,-0.0197,0.0057,1.052,1.019,0.306,-0.631,upright
3360,0.0001,0.0003,1.0485,-0.412,1.168,-1.441,upright
3380,0.0227,-0.0205,0.9597,0.272,0.876,-1.067,upright
3400,0.0498,0.0031,1.0029,0.985,0.755,2.918,upright
3420,-0.0086,0.0124,0.9848,1.845,-2.193,0.009,upright
3440,0.0241,-0.0563,0.9771,1.371,1.107,-2.216,upright
3460,0.0366,0.028,0.9682,1.341,-0.115,2.104,upright
3480,-0.0265,-0.0132,0.988,-1.248,-0.041,0.627,upright
3500,-0.0224,-0.0501,1.0064,1.404,1.818,2.411,upright
3520,-0.0193,-0.0658,0.9765,0.104,-1.334,-0.086,upright
3540,-0.0236,0.0364,0.9809,-0.212,-1.331,2.396,upright
3560,-0.0362,-0.0371,1.0022,-0.437,-0.875,2.147,upright
3580,-0.0142,0.0234,0.9965,-1.146,0.936,0.36,upright
3600,-0.0224,0.0245,1.0149,0.184,-0.97,-2.292,upright
3620,-0.0281,-0.0283,0.9478,1.894,1.761,2.022,upright
3640,-0.005,-0.0494,1.0239,-0.22,-0.972,1.395,upright
3660,0.0145,0.0312,0.9722,0.025,0.472,-0.952,upright
3680,-0.0066,-0.0455,0.9521,2.18,0.429,-0.478,upright
3700,-0.0056,0.0373,1.025,-2.116,-1.104,-2.109,upright
3720,-0.0623,-0.0042,1.0386,1.026,-1.748,-0.436,upright
3740,0.0139,0.0021,0.988,-1.944,-1.853,-0.245,upright
3760,0.0382,0.0018,1.0409,-0.365,0.126,-0.07,upright
3780,0.0296,-0.018,0.9476,-1.131,-0.169,2.17,upright
3800,0.012,-0.072,0.9755,-0.426,0.065,0.289,upright
3820,-0.0015,0.0047,1.0445,-1.153,2.184,-0.12,upright
3840,-0.0015,0.0211,1.0281,-2.597,1.67,1.534,upright
3860,-0.0119,0.0118,1.0066,1.46,2.377,1.894,upright
3880,0.0116,-0.035,1.0192,2.14,-2.284,-1.079,upright
3900,0.0419,-0.0208,1.0185,-2.424,0.392,-0.867,upright
3920,-0.0335,-0.0173,1.022,1.793,0.989,-2.129,upright
3940,0.0099,0.0142,1.0124,-0.341,-1.02,0.433,upright
3960,0.017,0.0468,1.0438,1.759,-1.49,1.486,upright
3980,-0.0168,0.0486,0.9484,0.338,-2.609,-1.704,upright
4000,-0.0291,0.0094,1.0383,0.539,-1.033,-1.735,upright
4020,0.0355,0.0011,1.0294,-0.788,-0.35,0.301,upright
4040,0.0149,-0.0057,1.0221,0.079,2.324,2.85,upright
4060,0.0192,-0.0555,1.0015,0.54,0.063,2.254,upright
4080,-0.0117,0.0283,0.978,-1.253,0.925,0.84,upright
4100,-0.014,0.0365,1.0178,0.423,0.548,1.0,upright
4120,-0.0261,0.0129,0.9992,1.784,-2.945,-0.339,upright
4140,0.0068,-0.0119,0.9893,1.898,0.06,0.671,upright
4160,-0.0134,-0.0026,1.0407,2.285,-0.646,-2.265,upright
4180,-0.0558,0.0036,0.9904,-1.699,2.779,-0.348,upright
4200,-0.0258,0.0607,0.9707,-0.114,-3.775,-2.157,upright
4220,-0.0206,-0.032,0.9719,-0.239,0.45,-1.268,upright
4240,-0.0062,-0.0257,1.0537,-0.484,0.716,1.047,upright
4260,-0.0497,0.0134,0.9625,-0.442,0.395,-1.543,upright
4280,0.0163,0.0329,1.0289,0.118,3.735,0.209,upright
4300,-0.0397,-0.0196,0.9845,0.115,0.717,0.312,upright
4320,0.0066,0.0111,0.9556,0.583,-3.115,1.523,upright
4340,-0.0158,0.0199,0.9625,-0.944,-0.525,0.82,upright
4360,-0.0074,-0.0158,0.9861,2.377,1.865,-0.237,upright
4380,-0.0359,-0.024,1.0382,2.967,-0.23,-1.777,upright
4400,0.0169,-0.0061,0.9821,0.588,1.171,2.301,upright
4420,-0.005,-0.0064,1.0365,2.039,1.597,1.276,upright
4440,-0.0075,-0.0025,1.0431,1.583,0.421,1.482,upright
4460,-0.0007,-0.0283,1.0826,1.259,-0.133,-0.088,upright
4480,0.0022,-0.0062,0.9485,2.057,1.206,-3.551,upright
4500,-0.0741,-0.0656,1.0263,1.637,-1.758,-0.252,upright
4520,0.0118,-0.0565,1.0351,1.375,-0.53,0.961,upright
4540,-0.0394,0.0091,1.0458,-1.144,0.917,-0.677,upright
4560,-0.0454,0.0055,0.9983,-1.219,-0.101,-2.086,upright
4580,-0.0743,0.0335,1.0035,-4.227,-0.645,-3.023,upright
4600,0.0043,0.0939,0.9701,2.329,-0.48,1.988,upright
4620,-0.0562,0.0456,1.0183,-0.1,3.544,-0.776,upright
4640,0.005,-0.0073,1.0225,2.541,-2.05,-0.284,upright
4660,-0.0075,-0.022,0.9993,-1.869,-0.618,0.009,upright
4680,-0.0615,-0.0554,0.9128,1.56,1.542,0.561,upright
4700,0.0178,-0.0134,1.0101,1.62,0.956,-1.388,upright
4720,0.0117,-0.0067,1.0004,4.191,1.673,-0.296,upright
4740,0.0194,0.0514,1.0712,1.684,1.049,0.598,upright
4760,-0.001,-0.0099,1.0087,0.988,1.406,-1.067,upright
4780,-0.0155,-0.0244,1.0029,-2.634,-0.975,1.798,upright
4800,0.0162,-0.0239,0.9945,-0.561,-1.631,-2.181,upright
4820,-0.0065,0.0643,1.0012,0.186,0.225,0.377,upright
4840,0.0038,-0.0352,0.9524,-1.706,1.525,0.373,upright
4860,-0.0153,0.0324,0.9955,0.309,0.524,0.72,upright
4880,0.0,-0.0138,0.9649,0.092,-0.631,-0.087,upright
4900,-0.0399,0.062,0.9693,0.962,-1.423,-0.288,upright
4920,0.0287,0.0184,1.0575,-1.052,-0.811,1.544,upright
4940,0.0016,0.0375,1.004,-1.928,0.73,1.122,upright
4960,0.0256,0.0051,0.9975,0.419,-0.915,-1.665,upright
4980,-0.0184,0.0213,1.0309,1.15,-1.383,-0.636,upright
5000,-0.0015,0.0387,0.9597,1.364,3.323,0.8,upright
5020,0.0914,-0.0672,1.0338,0.766,-0.827,1.152,upright
5040,-0.044,-0.0415,0.9533,-1.231,0.975,-0.949,upright
5060,0.0287,0.0051,0.9867,-0.102,-1.079,-1.476,upright
5080,-0.0109,-0.0007,1.0068,-0.017,1.649,2.516,upright
5100,0.0533,-0.0254,1.0063,-0.322,3.067,-0.538,upright
5120,-0.032,-0.0373,0.9998,1.993,-1.831,0.819,upright
5140,-0.0572,0.0344,0.9772,0.762,-2.397,-0.957,upright
5160,0.0296,0.0273,1.022,-0.076,-3.826,-0.037,upright
5180,0.0183,-0.0375,0.9878,-0.273,4.686,0.586,upright
5200,-0.0132,0.0086,0.961,2.535,-2.308,0.78,upright
5220,0.0615,0.0138,0.9644,1.217,-0.085,-0.736,upright
5240,-0.007,-0.0259,0.9764,0.726,0.109,-0.123,upright
5260,0.0,0.0061,0.9816,-0.124,-3.593,-0.283,upright
5280,0.0225,-0.0129,0.9886,0.313,0.681,2.453,upright
5300,-0.0071,-0.0057,0.9394,-0.513,0.336,1.765,upright
5320,0.0083,0.0003,1.0155,-0.285,0.263,0.83,upright
5340,0.0048,-0.0418,1.0057,0.48,-0.97,-0.093,upright
5360,0.0126,-0.0065,1.0142,1.078,-2.729,-1.466,upright
5380,0.0419,-0.0262,0.9764,1.396,1.889,1.127,upright
5400,-0.0145,0.0041,0.9578,-1.813,1.945,1.207,upright
5420,-0.0334,-0.0254,1.0058,1.705,0.733,-1.371,upright
5440,-0.0594,-0.0049,0.9978,-0.552,3.991,-0.148,upright
5460,-0.0331,-0.0125,1.0298,1.855,1.681,-1.96,upright
5480,0.0404,0.0212,1.0479,-0.502,-1.418,-0.905,upright
5500,-0.0069,-0.0087,1.0097,-1.21,0.83,-1.441,upright
5520,0.0223,-0.0303,1.0001,0.66,-0.179,-0.825,upright
5540,-0.051,-0.0161,0.9765,-3.073,0.027,-0.806,upright
5560,-0.0329,0.0374,1.0224,0.751,-1.778,-0.087,upright
5580,0.0095,-0.0389,1.0317,-3.567,1.039,-0.259,upright
5600,0.0172,0.0176,0.9672,-2.361,1.036,-2.506,upright
5620,0.0476,0.0291,1.0375,1.209,0.652,2.403,upright
5640,-0.0126,0.024,0.9732,-1.579,1.381,-0.201,upright
5660,-0.004,-0.02,0.9923,1.631,-0.219,-1.211,upright
5680,0.0039,0.0069,1.0097,0.423,1.518,0.266,upright
5700,0.0422,-0.0071,0.9805,-1.11,0.983,0.509,upright
5720,0.0562,-0.0368,0.97,0.687,1.373,0.122,upright
5740,0.0504,-0.0151,1.0064,-0.428,2.088,0.588,upright
5760,0.0926,0.0183,1.0291,-1.542,1.995,-0.771,upright
5780,0.0103,-0.0244,0.9931,-0.348,0.561,-0.784,upright
5800,0.0323,-0.0253,0.9792,-1.018,-1.049,1.587,upright
5820,0.0087,0.0439,1.0531,-0.364,-0.051,-0.865,upright
5840,0.0137,0.0213,1.022,0.581,-1.774,0.695,upright
5860,0.0187,-0.0273,0.9401,-0.289,-1.983,1.045,upright
5880,0.0285,-0.0372,1.0142,-0.23,-1.899,0.869,upright
5900,0.011,-0.0217,1.079,-1.764,0.289,1.259,upright
5920,0.0113,-0.0198,0.9989,-2.651,-1.244,0.585,upright
5940,0.0167,-0.0273,0.9683,-3.274,0.667,-0.485,upright
5960,0.0254,-0.0001,1.0246,-3.01,0.566,0.861,upright
5980,0.031,-0.0241,0.9751,0.642,0.509,-0.113,upright
6000,0.0409,-0.0245,1.0192,1.215,-0.329,-2.738,upright
6020,0.0292,0.0142,0.9539,-1.515,-2.186,-1.195,upright
6040,0.0141,-0.0032,1.0093,-0.14,-1.582,-0.296,upright
6060,-0.0308,0.0257,0.966,0.058,1.198,-1.326,upright
6080,0.0749,-0.0156,0.9593,-1.536,-3.196,0.117,upright
6100,0.0026,0.0185,1.024,-1.429,0.961,0.447,upright
6120,0.0168,-0.0244,0.9634,-2.185,1.103,0.583,upright
6140,-0.0017,0.0149,1.0151,0.009,0.661,-0.172,upright
6160,-0.0099,-0.0192,1.012,-0.903,-0.791,1.561,upright
6180,0.0034,-0.0015,1.0041,1.178,1.587,0.144,upright
6200,0.0316,0.0007,1.0012,0.223,-0.773,2.305,upright
6220,-0.0398,-0.0085,0.9494,1.067,-1.288,-2.55,upright
6240,0.0305,0.0098,0.9759,-1.474,0.91,0.475,upright
6260,-0.0008,0.0276,0.9754,2.812,0.489,-0.533,upright
6280,0.0411,-0.0124,0.9709,0.908,-3.158,-2.213,upright
6300,-0.0233,0.0078,0.9639,2.35,-0.197,1.211,upright
6320,-0.031,0.0452,1.011,-1.052,0.719,0.678,upright
6340,-0.008,-0.0266,1.074,-0.919,0.134,0.502,upright
6360,0.0108,0.0247,1.0102,1.599,-0.558,0.838,upright
6380,-0.033,-0.0155,0.9973,-0.478,-0.012,-0.097,upright
6400,-0.0201,-0.0041,0.9768,1.886,0.504,2.886,upright
6420,-0.0095,-0.0256,1.0664,-1.694,1.643,0.599,upright
6440,0.0353,0.0233,0.9709,-2.14,0.006,-1.357,upright
6460,-0.0446,-0.0358,0.993,-1.512,3.078,-0.809,upright
6480,0.0137,-0.0251,0.9587,0.046,-0.595,2.282,upright
6500,0.0617,-0.0132,0.9977,-0.141,0.032,2.46,upright
6520,-0.054,-0.0417,0.9827,-0.53,-3.393,0.419,upright
6540,0.0551,-0.0203,1.0249,0.549,-2.227,-4.08,upright
6560,0.0004,0.0584,0.946,0.19,-2.519,2.108,upright
6580,-0.0025,0.0153,0.9645,1.449,0.38,-1.257,upright
6600,-0.0408,-0.0449,0.95,-2.126,0.087,-0.738,upright
6620,0.0281,-0.048,1.004,0.638,0.436,-0.61,upright
6640,-0.0009,-0.0172,0.9577,-1.882,1.217,1.536,upright
6660,-0.0564,-0.0012,1.0056,-3.959,1.073,-0.062,upright
6680,0.0256,-0.0216,1.0403,0.365,1.907,-0.146,upright
6700,-0.0648,0.0044,0.9999,0.08,0.296,1.319,upright
6720,-0.0516,0.0487,1.0015,-0.53,0.305,0.762,upright
6740,-0.0567,-0.0347,1.0142,0.41,1.684,-2.256,upright
6760,-0.0152,0.0162,0.9638,-0.551,-0.09,0.426,upright
6780,-0.0081,-0.0338,0.9753,-0.159,0.366,2.017,upright
6800,-0.0191,0.0246,1.0274,-0.486,-0.427,-1.485,upright
6820,-0.0476,0.014,0.9626,1.074,1.867,-0.566,upright
6840,0.0124,-0.0055,1.0377,0.42,1.269,-1.833,upright
6860,-0.0269,0.0272,1.0046,-3.153,0.669,0.508,upright
6880,0.0227,-0.0033,1.02,0.718,1.755,0.752,upright
6900,0.011,0.0015,0.9882,2.645,-1.31,0.815,upright
6920,-0.0391,-0.0344,1.0159,2.091,1.602,1.75,upright
6940,0.0164,0.0002,0.987,0.21,-3.095,-0.872,upright
6960,-0.0054,0.0031,0.997,-3.581,-0.785,-1.242,upright
6980,-0.0449,-0.0517,1.04,-0.18,-1.647,1.401,upright
7000,0.0445,-0.0366,0.966,0.532,1.644,-0.191,upright
7020,0.0239,-0.0238,0.9608,-2.252,0.961,2.298,upright
7040,-0.0273,0.0021,0.9652,3.203,0.554,-1.46,upright
7060,-0.011,0.024,1.0118,3.18,0.093,0.639,upright
7080,-0.0202,0.0601,1.0193,1.697,0.696,1.023,upright
7100,0.0039,-0.0624,0.9774,3.114,-0.488,3.051,upright
7120,0.0442,-0.0222,1.0193,1.412,-1.076,2.581,upright
7140,-0.0011,-0.0167,1.0033,-0.132,2.233,-0.077,upright
7160,-0.045,0.0334,0.9998,4.528,-2.61,-1.839,upright
7180,-0.005,0.0171,0.9713,-1.196,0.85,1.394,upright
7200,-0.0147,0.0289,1.0218,1.512,-0.08,1.589,upright
7220,-0.0005,0.0499,0.9708,0.241,1.347,-1.686,upright
7240,0.0019,-0.0439,0.9765,-0.807,1.166,2.489,upright
7260,0.0128,0.0003,1.0252,0.722,-1.966,-0.529,upright
7280,-0.0032,-0.0088,0.9837,0.588,-0.388,0.256,upright
7300,0.0011,-0.0323,0.9857,0.019,2.484,0.089,upright
7320,0.0013,0.0421,0.9719,0.873,0.061,-0.314,upright
7340,-0.0018,-0.0362,0.9944,1.894,0.816,1.577,upright
7360,0.0446,0.0042,1.0235,-1.647,-1.162,0.175,upright
7380,-0.0387,0.0332,1.0218,1.223,-0.811,2.014,upright
7400,0.0366,0.013,1.0213,0.66,1.63,-0.772,upright
7420,-0.0456,0.0025,1.0157,2.112,1.635,1.233,upright
7440,0.014,-0.0096,1.0213,-0.428,-0.464,3.005,upright
7460,0.0019,-0.0187,1.0207,-0.859,-0.249,-0.657,upright
7480,-0.0427,-0.0038,0.9907,-2.73,1.7,0.016,upright
7500,0.0182,0.0524,1.0432,0.198,3.044,-0.327,upright
7520,-0.0199,-0.0301,0.9495,0.192,2.112,-1.184,upright
7540,0.0196,-0.0012,1.0073,-1.052,-0.216,-0.081,upright
7560,0.0434,-0.0351,0.9926,-1.593,1.262,-0.153,upright
7580,-0.0302,-0.0053,1.0082,-1.314,-0.415,-1.855,upright
7600,-0.0431,0.0074,1.0237,-0.119,-3.497,-2.123,upright
7620,0.0486,-0.0249,1.0029,-2.626,-1.43,2.306,upright
7640,0.0368,0.0215,1.0197,0.598,-2.757,0.47,upright
7660,0.0069,0.0016,1.0171,0.61,-0.048,0.825,upright
7680,0.1019,-0.0644,1.0263,1.302,-0.441,-1.899,upright
7700,-0.0122,0.0017,0.9973,-2.94,-1.607,-1.135,upright
7720,-0.0084,-0.0194,1.009,1.747,-0.997,3.321,upright
7740,0.0438,0.0205,1.0143,2.992,-1.62,-0.567,upright
7760,0.0042,0.0581,1.0199,-2.229,-0.66,-0.6,upright
7780,0.0153,0.028,1.0265,0.351,1.252,1.01,upright
7800,0.0077,-0.0332,1.0217,1.24,1.027,0.026,upright
7820,-0.0134,-0.048,0.9391,-1.125,0.601,1.491,upright
7840,0.0087,0.0158,0.9954,-2.135,0.481,-4.033,upright
7860,0.0316,-0.0046,0.938,-0.437,1.647,1.532,upright
7880,0.0779,0.0079,1.0083,1.514,-1.375,1.739,upright
7900,0.0525,-0.0487,0.9443,-0.816,0.173,-1.284,upright
7920,0.0151,-0.0656,1.0036,-2.375,0.224,-0.476,upright
